date,text,name,label,Segment,WC,WPS,Sixltr,Dic,funct,pronoun,ppron,i,we,you,shehe,they,ipron,article,verb,auxverb,past,present,future,adverb,preps,conj,negate,quant,number,swear,social,family,friend,humans,affect,posemo,negemo,anx,anger,sad,cogmech,insight,cause,discrep,tentat,certain,inhib,incl,excl,percept,see,hear,feel,bio,body,health,sexual,ingest,relativ,motion,space,time,work,achieve,leisure,home,money,relig,death,assent,nonfl,filler,AllPunc,Period,Comma,Colon,SemiC,QMark,Exclam,Dash,Quote,Apostro,Parenth,OtherP,Emoji
2016-11-26,going full screen wish luck fucking die already world favor,stair twitter archive,1,1,10,10,20,100,10,0,0,0,0,0,0,0,0,0,10,0,0,10,0,0,0,0,0,10,0,10,0,0,0,0,30,20,10,0,10,0,20,0,0,10,10,0,0,0,0,10,10,0,0,10,0,0,10,0,40,10,20,10,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-11-17,could go back time i'd kill eric harris columbine would never happen thus i'd prevent like 3000 skol shottings,William Atchison,1,1,19,19,15.79,73.68,31.58,10.53,10.53,10.53,0,0,0,0,0,0,31.58,21.05,0,10.53,5.26,5.26,0,0,5.26,0,5.26,0,0,0,0,0,5.26,0,5.26,0,5.26,0,26.32,0,5.26,10.53,0,5.26,5.26,0,0,0,0,0,0,0,0,0,0,0,21.05,5.26,0,15.79,0,0,0,0,0,0,5.26,0,0,5.26,10.53,0,0,0,0,0,0,0,0,10.53,0,0,0
2016-11-11,swear goddess,stair twitter archive,1,1,2,2,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-03-20,twitter needs add poll slots make happen,stair twitter archive,1,1,7,7,14.29,57.14,0,0,0,0,0,0,0,0,0,0,42.86,0,0,42.86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42.86,0,14.29,14.29,0,0,0,14.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-05-31,lost 6 lbs oh fucck,stair twitter archive,1,1,5,5,0,60,0,0,0,0,0,0,0,0,0,0,20,0,20,0,0,0,0,0,0,0,20,0,0,0,0,0,20,0,20,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-03-29,year's end i'll head spinning many directions subtlest thing i've done make rethink things,stair twitter archive,1,1,14,14,28.57,71.43,42.86,28.57,14.29,14.29,0,0,0,0,14.29,0,28.57,21.43,7.14,14.29,7.14,0,0,0,0,7.14,0,0,0,0,0,0,0,0,0,0,0,0,14.29,7.14,7.14,0,0,0,0,0,0,0,0,0,0,7.14,7.14,0,0,0,7.14,0,0,7.14,0,0,0,0,0,0,0,0,0,0,21.43,0,0,0,0,0,0,0,0,21.43,0,0,0
2017-04-19,aaron hernandez died lived loser soon,stair twitter archive,1,1,6,6,16.67,66.67,16.67,0,0,0,0,0,0,0,0,0,33.33,0,33.33,0,0,16.67,0,0,0,0,0,0,0,0,0,0,16.67,0,16.67,0,0,16.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.67,0,0,16.67,0,16.67,0,0,0,0,16.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-09-19,monday's got feeling like egs harmonyingram embermclain mondayssuck embersghostsquad schoolsucks,stair twitter archive,1,1,10,10,70,70,0,0,0,0,0,0,0,0,0,0,10,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,10,10,0,0,0,0,10,10,0,0,0,0,0,0,0,20,0,10,10,0,0,0,0,0,20,0,0,20,10,0,0,0,0,0,0,0,0,10,10,0,0,0,0,0,0,0,0,10,0,0,0
2017-02-08,surprisingly i've rejected twice like oh we're so bad want us hahahaha,stair twitter archive,1,1,12,12,25,100,41.67,25,25,8.33,16.67,0,0,0,0,0,25,8.33,0,25,0,8.33,0,8.33,0,0,8.33,0,16.67,0,0,0,33.33,16.67,16.67,0,0,8.33,8.33,0,0,8.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.67,0,8.33,16.67,0,0,0,0,0,0,0,0,16.67,0,0,0
2016-11-06,ember gave chance followed through thank changing life love you,stair twitter archive,1,1,10,10,30,90,20,10,10,0,0,10,0,0,0,0,40,0,20,20,0,0,10,0,0,0,0,0,30,0,0,0,20,20,0,0,0,0,20,0,10,0,10,0,0,0,0,0,0,0,0,20,0,10,10,0,20,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009-09-22,rape hot lovey sister strangle hair sneak parent's room slaughter them slowly walk room holding blood thirsty knife right hand walk room see making yourself grab you tie bed hair super glue shut blood thirsty crave over finally rip hair experience excruciating pain painful scream scream can't stop ripped skin head blood drooping everywhere finally pluck eyes right knife throw down cut neck arms legs torso remains cut genitals stab stomach repeatedly finally finish ripping heart consuming it nah jk,William Atchison,1,1,80,80,26.25,75,7.5,3.75,2.5,0,0,1.25,0,1.25,1.25,0,2.5,1.25,0,2.5,0,0,2.5,0,1.25,0,0,0,5,2.5,0,0,11.25,1.25,10,0,3.75,0,3.75,0,1.25,0,0,0,2.5,0,0,15,2.5,2.5,8.75,26.25,22.5,2.5,2.5,2.5,23.75,3.75,11.25,8.75,0,1.25,0,5,0,0,1.25,0,0,0,2.5,0,0,0,0,0,0,0,0,2.5,0,0,0
NaN,really sorry war s war,Eric Harris,1,1,5,5,0,80,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,60,0,60,0,40,0,20,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-08-13,drinking lot bleach actually keeps thinner helps make skin whiter fabulous,stair twitter archive,1,1,11,11,36.36,90.91,18.18,0,0,0,0,0,0,0,0,0,27.27,0,0,27.27,0,9.09,0,0,0,9.09,0,0,9.09,0,0,0,18.18,18.18,0,0,0,0,27.27,0,9.09,0,9.09,0,9.09,0,0,27.27,9.09,0,18.18,18.18,9.09,0,0,9.09,9.09,0,9.09,0,0,0,9.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-07-23,diversity codeword white genocide,William Atchison,1,1,4,4,75,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-12-10,animation sometimes take eternity keep mind seeing every area that,stair twitter archive,1,1,10,10,30,90,20,10,0,0,0,0,0,0,10,0,20,0,0,20,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,10,10,10,0,0,10,10,0,0,0,0,0,0,0,30,0,10,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-10-31,gotta dark,stair twitter archive,1,1,2,2,0,50,0,0,0,0,0,0,0,0,0,0,50,50,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NaN,side it sometimes walked calabasas commons would hang barnes noble reading books always hope young people would reach befriend me one ever did kept hoping hoping hoping hope kept alive continued seeing philip addison social interaction besides james talked addison old political views debating ideal world would look like found fascist views own nice discussion someone things would make normal people run mile frequently messaged addison facebook hoping start conversations felt lonely told starting twelfth grade year malibu high school goal fit popular kids fitting popular kids malibu high school didn t expect addison successful venture addison invited birthday party small get together beach point dume malibu hard time socializing people ended drinking much alcohol philip drove home vomited outside addison s apartment front mother everyone else highly embarrassing put lot effort block mind afterwards james came,Elliot Rodger,1,1,137,137,30.66,78.83,15.33,3.65,0.73,0.73,0,0,0,0,2.92,0,15.33,3.65,8.03,4.38,2.92,1.46,1.46,0,0,4.38,1.46,0,12.41,0.73,0,3.65,10.22,8.76,1.46,0.73,0,0.73,19.71,1.46,0.73,10.22,6.57,1.46,2.19,0.73,0,4.38,2.92,0,1.46,2.92,0,2.19,0,1.46,22.63,5.11,7.3,10.22,5.11,2.92,4.38,1.46,0,0,0.73,0,0,0.73,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-05-15,noo not fine,stair twitter archive,1,1,3,3,0,66.67,33.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33.33,0,0,0,0,0,0,0,33.33,33.33,0,0,0,0,33.33,0,0,0,0,0,0,0,33.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011-09-17,depending definition laurie dann amy bishop might also qualify,Adam Lanza,1,1,9,9,33.33,44.44,22.22,0,0,0,0,0,0,0,0,0,11.11,11.11,0,0,11.11,11.11,0,11.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.22,0,11.11,0,22.22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-10-28,need need cuddles,stair twitter archive,1,1,3,3,33.33,100,0,0,0,0,0,0,0,0,0,0,66.67,0,0,66.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66.67,0,0,66.67,0,0,0,0,0,0,0,0,0,33.33,0,0,33.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-11-15,read journal wouldn't,stair twitter archive,1,1,3,3,66.67,66.67,33.33,0,0,0,0,0,0,0,0,0,33.33,33.33,0,0,33.33,0,0,0,33.33,0,0,0,0,0,0,0,0,0,0,0,0,0,33.33,0,0,33.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33.33,0,33.33,0,0,0,0,0,0,0,33.33,0,0,0,0,0,0,0,0,33.33,0,0,0
NaN,people clients net jets private jet company rob interest things gave tickets mother eager go loved attending exclusive events made feel special time spent concert walked around ate food buffet tables everyone waited katy perry perform upbeat music playing entire time lot wealthy families kids attended every family must net worth least twenty million able hire private jets tried pretend part wealthy family be life meant live would be damnable mother married wealth instead selfish failure father made better decisions directing career instead wasting money stupid documentary couldn t help feel bitter form envy rich kids concert grew lavish mansions indulged excessive opulence never worry anything pleasurable hedonistic lives would take great pleasure watching rich families burn alive looking really drilled mind importance wealth wealth one important defining factors self worth,Elliot Rodger,1,1,131,131,35.11,77.86,16.79,2.29,0,0,0,0,0,0,2.29,0,14.5,3.82,7.63,3.05,2.29,3.05,0.76,0,0.76,4.58,2.29,0.76,13.74,6.11,0,3.05,19.08,13.74,5.34,0.76,3.05,0.76,15.27,3.82,1.53,2.29,1.53,3.05,0.76,0.76,1.53,6.11,1.53,2.29,1.53,3.82,0,1.53,0.76,1.53,6.87,3.82,0.76,2.29,3.05,5.34,7.63,3.05,8.4,0.76,0.76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-01-06,dude even remember,stair twitter archive,1,1,3,3,33.33,66.67,33.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33.33,33.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-08-28,made deal devil died,stair twitter archive,1,1,4,4,0,100,0,0,0,0,0,0,0,0,0,0,50,0,50,0,0,0,0,0,0,0,0,0,25,0,0,0,25,0,25,0,0,0,25,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-02-06,tick tock ne,stair twitter archive,1,1,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010-10-31,agree nin would proud born random place sycophantically accepted indoctrinated arbitrary beliefs society imposed onto you lot animosity notion geographical culture,Adam Lanza,1,1,21,21,47.62,66.67,19.05,4.76,4.76,0,0,4.76,0,0,0,0,9.52,4.76,4.76,0,4.76,0,4.76,0,0,4.76,0,0,14.29,0,0,4.76,14.29,14.29,0,0,0,0,28.57,9.52,0,4.76,14.29,0,0,0,0,0,0,0,0,0,0,0,0,0,14.29,0,9.52,4.76,0,4.76,0,0,0,4.76,0,4.76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011-11-04,taken long he's possibly biggest stereotype i've ever heard of even mad_bomber resident pekka auvinen says things expect can't remember single time abusethesoul posted something even slightly surprised me,Adam Lanza,1,1,29,29,37.93,79.31,37.93,17.24,10.34,6.9,0,0,3.45,0,6.9,0,17.24,10.34,6.9,10.34,0,10.34,3.45,0,3.45,3.45,0,0,10.34,0,0,0,6.9,3.45,3.45,0,3.45,0,17.24,3.45,0,3.45,6.9,3.45,0,0,3.45,6.9,0,6.9,0,0,0,0,0,0,13.79,0,3.45,10.34,0,0,0,3.45,0,0,0,0,0,0,13.79,0,0,0,0,0,0,0,0,10.34,0,3.45,0
2017-03-25,vine compilations officially number one cause cancer humans,stair twitter archive,1,1,8,8,25,62.5,12.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.5,0,12.5,0,0,12.5,12.5,0,12.5,0,0,0,12.5,0,12.5,0,0,0,0,0,0,0,0,0,0,25,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NaN,came across secluded japanese restaurant montecito named sakana suggested mother since birthday gave choice eat met two outside restaurant waiting seated sullen depressed mood turning 21 kissless virgin indeed dark day pathetic was 21 still virgin kids sex age 14 unfairness life world staggeringly horrific restaurant sakana turned good choice served delicious japanese food ever tasted life many creative dishes try ordered many meals bill reached 200 eagerly devoured it compensating sorrows delectable food mother loved restaurant well best japanese restaurants l a various wealthy boyfriends proclaimed sakana topped them point onwards would become tradition us eat whenever mother came visit me dinner went starbucks montecito washed exquisite meal nice warm latte never explored much montecito before found lovely beautiful place reminded calabasas though much quieter,Elliot Rodger,1,1,126,126,36.51,74.6,19.84,3.17,2.38,0.79,0.79,0,0,0.79,0.79,0.79,9.52,2.38,7.14,1.59,0.79,3.97,3.17,1.59,0.79,4.76,3.97,0,9.52,2.38,0.79,0.79,15.08,11.11,3.17,0.79,0,2.38,11.11,3.97,1.59,0.79,0,2.38,0.79,1.59,0,4.76,0.79,0.79,0.79,16.67,0,1.59,3.97,11.11,14.29,3.97,3.97,6.35,0,2.38,3.97,0,2.38,0,0,0,0.79,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011-11-01,saw presumably kurt havelock's favorite movie two minute warning 1976 lame faceless sniper kind movie thought targets going seeing it,Adam Lanza,1,1,20,20,35,70,10,5,0,0,0,0,0,0,5,0,10,0,10,0,0,0,0,0,0,0,10,0,0,0,0,0,15,10,5,0,0,5,10,10,0,0,0,0,0,0,0,10,10,0,0,0,0,0,0,0,10,5,0,5,0,0,10,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,5,0,0,0
NaN,process starting career acting small part movie actually read beforehand didn t expect would run party ashton s sister monette moio nowhere seen suppose bitch wasn t invited hah remembered pain caused 8th grade year pinecrest tried act cool confident possibly could ashton though felt intimidated one popular kids pinecrest becoming actor one attractive careers man have assumed probably slept countless beautiful girls damn him brief conversation trying leave presence fast could didn t want find pathetic life was roaming around party bore witness many successful young men pranced hot model girlfriends even actors age stars movie particular burning hatred actor alexander ludwig saw sitting arrogantly couch people crowded around adoration hated everything him golden blonde hair tall muscular frame cocky masculine face boy could get girl wanted life completely opposite own could,Elliot Rodger,1,1,133,133,31.58,75.94,18.05,2.26,1.5,0,0,0,1.5,0,0.75,0,13.53,6.02,6.02,3.01,0.75,5.26,1.5,0.75,0.75,2.26,2.26,1.5,12.03,0.75,0.75,5.26,13.53,6.77,6.77,0,4.51,0.75,17.29,3.76,0.75,6.02,3.01,2.26,0.75,1.5,0,6.02,3.01,0,3.01,5.26,3.01,2.26,0,0,11.28,3.01,3.76,3.76,3.76,3.01,6.02,0.75,0,0,0,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-02-16,rt least major holidays over every year everyone around wants celebrate hide away,stair twitter archive,1,1,13,13,23.08,84.62,46.15,7.69,0,0,0,0,0,0,7.69,0,7.69,0,0,7.69,0,7.69,23.08,0,0,23.08,0,0,15.38,0,0,0,0,0,0,0,0,0,23.08,0,0,7.69,0,7.69,0,7.69,0,0,0,0,0,0,0,0,0,0,30.77,0,23.08,7.69,0,7.69,15.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-07-21,burst fire 45 acp 7 62x39 firearm point blank range central lobe brain,William Atchison,1,1,13,13,15.38,46.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.69,0,0,7.69,7.69,7.69,0,0,0,7.69,0,7.69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-02-14,rt happy v day,stair twitter archive,1,1,4,4,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-02-06,atlanta's going able sleep month superbowl,stair twitter archive,1,1,6,6,33.33,83.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.67,16.67,0,0,0,33.33,16.67,0,16.67,0,33.33,0,0,0,0,0,0,0,0,16.67,0,0,0,0,0,0,0,0,16.67,0,0,0
NaN,paying car insurance know love freedom speech know hate freedom press hate part bill rights know hate people death penalty think courts fuckin fry convicts even unarmed robbery know love school know hate schoolwork know really hate commercials oh gawwd hate commercials ones mght like previews car commercials jesus christ lotion perfume makeup jcpennys joslins food coffee advertisement commercials please destroy all never record another suck funny first time think stuff suck stupid get sick fast very fast know hate people dont believe personal hygiene love god sake god clean up fucking people 2 inch fingernails whole fuckin pot full dirt raggy ass hair shirts stained hell people plain stink dont anything it now im making fun anyone cant help it afford thing like that thats fault kid drivin ford explorer yellow teeth thats plain unhuman know hate,Eric Harris,1,1,138,138,20.29,80.43,18.84,7.25,0.72,0.72,0,0,0,0,6.52,0,22.46,4.35,0,22.46,0,2.9,0.72,0,2.9,4.35,1.45,5.07,7.97,0,0,3.62,19.57,5.8,13.04,0,11.59,0,13.04,8.7,0.72,0,1.45,1.45,0,0,0.72,5.07,0.72,0.72,2.17,10.87,3.62,0.72,5.07,2.17,8.7,2.17,2.17,4.35,5.07,0.72,0.72,0.72,2.17,3.62,0.72,0.72,0,1.45,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-03-24,th that's sweetest thing anyone's ever said me,stair twitter archive,1,1,8,8,25,75,62.5,50,12.5,12.5,0,0,0,0,37.5,0,25,12.5,12.5,12.5,0,12.5,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,25,0,0,0,12.5,12.5,0,0,0,12.5,0,12.5,0,0,0,0,0,0,12.5,0,0,12.5,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,25,0,0,0
NaN,hundred billion chances ways avoided today decided spill blood forced corner gave one option decision yours blood hands never wash off apostles sin,Seung Hui Cho,1,1,23,23,30.43,82.61,26.09,4.35,4.35,0,0,4.35,0,0,0,0,4.35,0,4.35,0,0,0,4.35,0,4.35,0,13.04,0,8.7,0,0,0,8.7,0,8.7,4.35,0,0,26.09,8.7,4.35,0,4.35,4.35,4.35,0,0,4.35,0,0,4.35,17.39,13.04,4.35,0,0,17.39,0,8.7,8.7,0,0,0,0,0,4.35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011-09-12,oh dear wrong want go hoedown now,Adam Lanza,1,1,7,7,14.29,85.71,14.29,0,0,0,0,0,0,0,0,0,28.57,0,0,28.57,0,14.29,0,0,0,0,0,0,0,0,0,0,28.57,14.29,14.29,0,0,0,14.29,0,0,14.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28.57,14.29,0,14.29,0,0,0,0,0,0,0,14.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011-11-17,see sounds crazy this,Adam Lanza,1,1,4,4,0,100,25,25,0,0,0,0,0,0,25,0,25,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,25,0,25,25,0,0,0,0,0,0,0,0,0,0,0,50,25,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-10-06,natural selection wrath killer humanity overrated style flair chris guy even have even motto descriptive shirt rate 72 c least high accuracy,William Atchison,1,1,22,22,27.27,54.55,18.18,0,0,0,0,0,0,0,0,0,4.55,4.55,0,4.55,0,9.09,0,0,0,9.09,4.55,0,9.09,0,0,9.09,4.55,0,4.55,0,4.55,0,4.55,0,0,0,0,4.55,0,0,0,0,0,0,0,4.55,4.55,0,0,0,4.55,0,4.55,0,0,0,0,0,0,0,4.55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011-08-27,episode think talking involved potential school shooting remember seeing part hotel early 2000s idea from finally found toward end last year,Adam Lanza,1,1,21,21,33.33,90.48,14.29,0,0,0,0,0,0,0,0,0,9.52,0,4.76,4.76,0,0,9.52,0,0,4.76,4.76,0,9.52,0,0,0,0,0,0,0,0,0,19.05,19.05,0,0,0,0,0,0,0,4.76,4.76,0,0,0,0,0,0,0,28.57,0,4.76,23.81,4.76,4.76,4.76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-03-17,one fucks gets away it remember that i'll make life living hell,stair twitter archive,1,1,12,12,8.33,100,41.67,25,8.33,8.33,0,0,0,0,16.67,0,33.33,8.33,0,25,8.33,0,8.33,0,0,0,8.33,16.67,0,0,0,0,16.67,0,16.67,0,16.67,0,16.67,8.33,8.33,0,0,0,0,0,0,0,0,0,0,25,0,16.67,8.33,0,8.33,0,8.33,0,0,0,0,0,0,8.33,0,0,0,0,8.33,0,0,0,0,0,0,0,0,8.33,0,0,0
2017-05-05,pulls shotgun i'll take care it,stair twitter archive,1,1,6,6,16.67,83.33,33.33,33.33,16.67,16.67,0,0,0,0,16.67,0,50,16.67,0,33.33,16.67,0,0,0,0,0,0,0,0,0,0,0,16.67,16.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.67,16.67,0,0,0,0,0,0,0,0,0,0,0,0,16.67,0,0,0,0,0,0,0,0,16.67,0,0,0
NaN,surprised getting bit bored good times always come end always hard time accepting fact one time alone planet cyber saw older teenager watching pornography saw detail video man sex hot girl video showed stick penis inside girl s vagina didn t know anything sex time barely even knew sex was slowly starting develop sexual feelings hot girls didn t know them see video really traumatized me idea seeing couldn t imagine human beings things other sight shocking traumatizing arousing feelings mixed together took great toll me walked home cried bit felt guilty saw talk parents it quite shaken days among first glimpses sex finding sex one things truly destroyed entire life sex word fills hate hit puberty would always want it like boy would always hunger it would always covet it would always fantasize it would never get it getting,Elliot Rodger,1,1,140,140,17.14,85,20.71,9.29,2.14,1.43,0,0,0,0.71,7.14,0,15.71,4.29,7.14,5,3.57,2.14,1.43,0,0.71,2.14,2.14,0,7.14,0.71,0,4.29,11.43,3.57,7.86,1.43,2.14,1.43,23.57,7.14,0,4.29,2.14,7.14,0,1.43,0.71,9.29,5,0,4.29,9.29,2.14,0.71,7.86,0.71,17.86,3.57,2.14,12.14,0,0.71,2.86,0.71,0,0,0,0,0,0.71,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-11-11,good,stair twitter archive,1,1,1,1,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-11-06,sorry that,stair twitter archive,1,1,2,2,0,100,50,50,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2006-08-30,postal dude postal dude rocks ya postal dude mood music rammstein spiel mit mir,Kimveer Gill,1,1,14,14,7.14,28.57,7.14,7.14,7.14,0,0,7.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.14,0,0,0,7.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.14,0,7.14,0,0,0,0,0,0,0,0,0,0,0,0,14.29,0,0,7.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-05-09,miss people used fight social media,stair twitter archive,1,1,6,6,0,83.33,0,0,0,0,0,0,0,0,0,0,33.33,0,16.67,16.67,0,0,0,0,0,0,0,0,50,0,0,16.67,33.33,0,33.33,0,16.67,16.67,16.67,0,16.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-03-18,did know mackenzie rachael voiced 3 different girls read did know egs wiki,stair twitter archive,1,1,13,13,23.08,61.54,15.38,0,0,0,0,0,0,0,0,0,30.77,15.38,15.38,15.38,0,0,0,0,0,0,7.69,0,7.69,0,0,7.69,0,0,0,0,0,0,15.38,15.38,0,0,0,0,0,0,0,7.69,0,7.69,0,0,0,0,0,0,0,0,0,0,7.69,0,7.69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
